flight_id;flight_no;scheduled_departure;scheduled_arrival;departure_airport;arrival_airport;status;aircraft_code;actual_departure;actual_arrival
30658;PG0522;12.08.2017 11:10:00;12.08.2017 13:00:00;AER;KUF;Arrived;733;12.08.2017 11:15:00;12.08.2017 13:03:00
30659;PG0522;15.08.2017 11:10:00;15.08.2017 13:00:00;AER;KUF;Arrived;733;15.08.2017 11:16:00;15.08.2017 13:08:00
30660;PG0522;04.08.2017 11:10:00;04.08.2017 13:00:00;AER;KUF;Arrived;733;04.08.2017 11:14:00;04.08.2017 13:04:00
30661;PG0522;07.09.2017 11:10:00;07.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30662;PG0522;31.08.2017 11:10:00;31.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30663;PG0522;10.08.2017 11:10:00;10.08.2017 13:00:00;AER;KUF;Arrived;733;10.08.2017 11:11:00;10.08.2017 13:01:00
30664;PG0522;06.08.2017 11:10:00;06.08.2017 13:00:00;AER;KUF;Arrived;733;06.08.2017 11:15:00;06.08.2017 13:03:00
30665;PG0522;19.08.2017 11:10:00;19.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30666;PG0522;11.09.2017 11:10:00;11.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30667;PG0522;02.09.2017 11:10:00;02.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30668;PG0522;29.07.2017 11:10:00;29.07.2017 13:00:00;AER;KUF;Arrived;733;29.07.2017 11:13:00;29.07.2017 13:02:00
30669;PG0522;22.07.2017 11:10:00;22.07.2017 13:00:00;AER;KUF;Arrived;733;22.07.2017 11:12:00;22.07.2017 13:01:00
30670;PG0522;09.08.2017 11:10:00;09.08.2017 13:00:00;AER;KUF;Arrived;733;09.08.2017 11:14:00;09.08.2017 13:05:00
30671;PG0522;21.08.2017 11:10:00;21.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30672;PG0522;08.08.2017 11:10:00;08.08.2017 13:00:00;AER;KUF;Arrived;733;08.08.2017 11:13:00;08.08.2017 13:03:00
30673;PG0522;20.07.2017 11:10:00;20.07.2017 13:00:00;AER;KUF;Arrived;733;20.07.2017 11:13:00;20.07.2017 13:02:00
30674;PG0522;07.08.2017 11:10:00;07.08.2017 13:00:00;AER;KUF;Arrived;733;07.08.2017 11:16:00;07.08.2017 13:07:00
30675;PG0522;24.07.2017 11:10:00;24.07.2017 13:00:00;AER;KUF;Arrived;733;24.07.2017 11:14:00;24.07.2017 13:04:00
30676;PG0522;22.08.2017 11:10:00;22.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30677;PG0522;01.08.2017 11:10:00;01.08.2017 13:00:00;AER;KUF;Arrived;733;01.08.2017 11:13:00;01.08.2017 13:05:00
30678;PG0522;13.08.2017 11:10:00;13.08.2017 13:00:00;AER;KUF;Arrived;733;13.08.2017 11:12:00;13.08.2017 13:01:00
30679;PG0522;04.09.2017 11:10:00;04.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30680;PG0522;17.08.2017 11:10:00;17.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30681;PG0522;31.07.2017 11:10:00;31.07.2017 13:00:00;AER;KUF;Arrived;733;31.07.2017 11:12:00;31.07.2017 13:02:00
30682;PG0522;28.08.2017 11:10:00;28.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30683;PG0522;28.07.2017 11:10:00;28.07.2017 13:00:00;AER;KUF;Arrived;733;28.07.2017 11:11:00;28.07.2017 13:02:00
30684;PG0522;19.07.2017 11:10:00;19.07.2017 13:00:00;AER;KUF;Arrived;733;19.07.2017 11:14:00;19.07.2017 13:04:00
30685;PG0522;18.08.2017 11:10:00;18.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30686;PG0522;10.09.2017 11:10:00;10.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30687;PG0522;03.09.2017 11:10:00;03.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30688;PG0522;05.08.2017 11:10:00;05.08.2017 13:00:00;AER;KUF;Arrived;733;05.08.2017 11:11:00;05.08.2017 13:02:00
30689;PG0522;18.07.2017 11:10:00;18.07.2017 13:00:00;AER;KUF;Arrived;733;18.07.2017 11:12:00;18.07.2017 13:01:00
30690;PG0522;08.09.2017 11:10:00;08.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30691;PG0522;23.07.2017 11:10:00;23.07.2017 13:00:00;AER;KUF;Arrived;733;23.07.2017 11:15:00;23.07.2017 13:05:00
30692;PG0522;24.08.2017 11:10:00;24.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30693;PG0522;25.08.2017 11:10:00;25.08.2017 13:00:00;AER;KUF;Scheduled;733;;
30694;PG0522;05.09.2017 11:10:00;05.09.2017 13:00:00;AER;KUF;Scheduled;733;;
30695;PG0522;27.07.2017 11:10:00;27.07.2017 13:00:00;AER;KUF;Arrived;733;27.07.2017 11:12:00;27.07.2017 13:02:00
30696;PG0522;16.07.2017 11:10:00;16.07.2017 13:00:00;AER;KUF;Arrived;733;16.07.2017 11:11:00;16.07.2017 13:01:00
30697;PG0486;08.08.2017 12:25:00;08.08.2017 13:00:00;AER;ROV;Arrived;SU9;08.08.2017 12:25:00;08.08.2017 12:59:00
30698;PG0487;07.09.2017 17:10:00;07.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30699;PG0487;02.08.2017 17:10:00;02.08.2017 17:45:00;AER;ROV;Arrived;SU9;02.08.2017 17:13:00;02.08.2017 17:48:00
30700;PG0486;31.07.2017 12:25:00;31.07.2017 13:00:00;AER;ROV;Arrived;SU9;31.07.2017 12:28:00;31.07.2017 13:03:00
30701;PG0487;31.07.2017 17:10:00;31.07.2017 17:45:00;AER;ROV;Arrived;SU9;31.07.2017 17:16:00;31.07.2017 17:51:00
30702;PG0486;13.08.2017 12:25:00;13.08.2017 13:00:00;AER;ROV;Arrived;SU9;13.08.2017 12:27:00;13.08.2017 13:02:00
30703;PG0487;13.08.2017 17:10:00;13.08.2017 17:45:00;AER;ROV;Arrived;SU9;13.08.2017 17:11:00;13.08.2017 17:46:00
30704;PG0487;24.07.2017 17:10:00;24.07.2017 17:45:00;AER;ROV;Arrived;SU9;24.07.2017 17:16:00;24.07.2017 17:50:00
30705;PG0486;07.08.2017 12:25:00;07.08.2017 13:00:00;AER;ROV;Arrived;SU9;07.08.2017 12:29:00;07.08.2017 13:04:00
30706;PG0486;15.08.2017 12:25:00;15.08.2017 13:00:00;AER;ROV;Arrived;SU9;15.08.2017 12:26:00;15.08.2017 13:01:00
30707;PG0486;07.09.2017 12:25:00;07.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30708;PG0486;10.08.2017 12:25:00;10.08.2017 13:00:00;AER;ROV;Arrived;SU9;10.08.2017 12:25:00;10.08.2017 13:00:00
30709;PG0486;05.08.2017 12:25:00;05.08.2017 13:00:00;AER;ROV;Arrived;SU9;05.08.2017 12:30:00;05.08.2017 13:04:00
30710;PG0486;01.08.2017 12:25:00;01.08.2017 13:00:00;AER;ROV;Arrived;SU9;01.08.2017 12:29:00;01.08.2017 13:04:00
30711;PG0487;10.08.2017 17:10:00;10.08.2017 17:45:00;AER;ROV;Arrived;SU9;10.08.2017 20:54:00;10.08.2017 21:29:00
30712;PG0487;20.07.2017 17:10:00;20.07.2017 17:45:00;AER;ROV;Arrived;SU9;20.07.2017 17:10:00;20.07.2017 17:45:00
30713;PG0487;01.08.2017 17:10:00;01.08.2017 17:45:00;AER;ROV;Arrived;SU9;01.08.2017 17:11:00;01.08.2017 17:46:00
30714;PG0486;21.08.2017 12:25:00;21.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30715;PG0486;19.08.2017 12:25:00;19.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30716;PG0487;19.08.2017 17:10:00;19.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30717;PG0486;27.08.2017 12:25:00;27.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30718;PG0486;31.08.2017 12:25:00;31.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30719;PG0487;11.08.2017 17:10:00;11.08.2017 17:45:00;AER;ROV;Arrived;SU9;11.08.2017 17:14:00;11.08.2017 17:49:00
30720;PG0487;31.08.2017 17:10:00;31.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30721;PG0487;13.09.2017 17:10:00;13.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30722;PG0486;11.08.2017 12:25:00;11.08.2017 13:00:00;AER;ROV;Arrived;SU9;11.08.2017 12:26:00;11.08.2017 13:01:00
30723;PG0486;02.08.2017 12:25:00;02.08.2017 13:00:00;AER;ROV;Arrived;SU9;02.08.2017 12:30:00;02.08.2017 13:05:00
30724;PG0486;06.08.2017 12:25:00;06.08.2017 13:00:00;AER;ROV;Arrived;SU9;06.08.2017 12:32:00;06.08.2017 13:07:00
30725;PG0487;07.08.2017 17:10:00;07.08.2017 17:45:00;AER;ROV;Arrived;SU9;07.08.2017 17:13:00;07.08.2017 17:48:00
30726;PG0487;04.08.2017 17:10:00;04.08.2017 17:45:00;AER;ROV;Arrived;SU9;04.08.2017 17:14:00;04.08.2017 17:49:00
30727;PG0487;15.08.2017 17:10:00;15.08.2017 17:45:00;AER;ROV;On Time;SU9;;
30728;PG0486;24.07.2017 12:25:00;24.07.2017 13:00:00;AER;ROV;Arrived;SU9;24.07.2017 12:29:00;24.07.2017 13:04:00
30729;PG0487;09.08.2017 17:10:00;09.08.2017 17:45:00;AER;ROV;Arrived;SU9;09.08.2017 20:27:00;09.08.2017 21:02:00
30730;PG0486;04.08.2017 12:25:00;04.08.2017 13:00:00;AER;ROV;Arrived;SU9;04.08.2017 12:26:00;04.08.2017 13:01:00
30731;PG0486;18.07.2017 12:25:00;18.07.2017 13:00:00;AER;ROV;Arrived;SU9;18.07.2017 12:27:00;18.07.2017 13:02:00
30732;PG0486;09.08.2017 12:25:00;09.08.2017 13:00:00;AER;ROV;Arrived;SU9;09.08.2017 12:31:00;09.08.2017 13:06:00
30733;PG0486;17.08.2017 12:25:00;17.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30734;PG0487;17.08.2017 17:10:00;17.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30735;PG0487;16.08.2017 17:10:00;16.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30736;PG0486;29.08.2017 12:25:00;29.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30737;PG0487;02.09.2017 17:10:00;02.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30738;PG0487;12.08.2017 17:10:00;12.08.2017 17:45:00;AER;ROV;Arrived;SU9;12.08.2017 17:10:00;12.08.2017 17:46:00
30739;PG0486;02.09.2017 12:25:00;02.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30740;PG0487;22.08.2017 17:10:00;22.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30741;PG0486;12.08.2017 12:25:00;12.08.2017 13:00:00;AER;ROV;Arrived;SU9;12.08.2017 12:27:00;12.08.2017 13:02:00
30742;PG0486;06.09.2017 12:25:00;06.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30743;PG0486;10.09.2017 12:25:00;10.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30744;PG0487;10.09.2017 17:10:00;10.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30745;PG0487;06.09.2017 17:10:00;06.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30746;PG0487;26.07.2017 17:10:00;26.07.2017 17:45:00;AER;ROV;Arrived;SU9;26.07.2017 17:12:00;26.07.2017 17:47:00
30747;PG0486;28.08.2017 12:25:00;28.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30748;PG0487;28.08.2017 17:10:00;28.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30749;PG0486;26.07.2017 12:25:00;26.07.2017 13:00:00;AER;ROV;Arrived;SU9;26.07.2017 12:26:00;26.07.2017 13:01:00
30750;PG0486;17.07.2017 12:25:00;17.07.2017 13:00:00;AER;ROV;Arrived;SU9;17.07.2017 12:31:00;17.07.2017 13:06:00
30751;PG0487;04.09.2017 17:10:00;04.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30752;PG0486;04.09.2017 12:25:00;04.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30753;PG0486;14.08.2017 12:25:00;14.08.2017 13:00:00;AER;ROV;Arrived;SU9;14.08.2017 12:26:00;14.08.2017 13:01:00
30754;PG0487;14.08.2017 17:10:00;14.08.2017 17:45:00;AER;ROV;Arrived;SU9;14.08.2017 17:13:00;14.08.2017 17:48:00
30755;PG0487;17.07.2017 17:10:00;17.07.2017 17:45:00;AER;ROV;Arrived;SU9;17.07.2017 17:12:00;17.07.2017 17:47:00
30756;PG0486;30.07.2017 12:25:00;30.07.2017 13:00:00;AER;ROV;Arrived;SU9;30.07.2017 12:28:00;30.07.2017 13:03:00
30757;PG0487;30.07.2017 17:10:00;30.07.2017 17:45:00;AER;ROV;Arrived;SU9;30.07.2017 17:11:00;30.07.2017 17:46:00
30758;PG0487;18.07.2017 17:10:00;18.07.2017 17:45:00;AER;ROV;Arrived;SU9;18.07.2017 17:11:00;18.07.2017 17:46:00
30759;PG0486;26.08.2017 12:25:00;26.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30760;PG0487;14.09.2017 17:10:00;14.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30761;PG0486;14.09.2017 12:25:00;14.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30762;PG0487;28.07.2017 17:10:00;28.07.2017 17:45:00;AER;ROV;Arrived;SU9;28.07.2017 17:13:00;28.07.2017 17:48:00
30763;PG0486;28.07.2017 12:25:00;28.07.2017 13:00:00;AER;ROV;Arrived;SU9;28.07.2017 12:28:00;28.07.2017 13:03:00
30764;PG0487;26.08.2017 17:10:00;26.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30765;PG0486;13.09.2017 12:25:00;13.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30766;PG0487;21.07.2017 17:10:00;21.07.2017 17:45:00;AER;ROV;Arrived;SU9;21.07.2017 17:13:00;21.07.2017 17:49:00
30767;PG0486;05.09.2017 12:25:00;05.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30768;PG0487;12.09.2017 17:10:00;12.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30769;PG0487;16.07.2017 17:10:00;16.07.2017 17:45:00;AER;ROV;Arrived;SU9;16.07.2017 17:15:00;16.07.2017 17:50:00
30770;PG0486;12.09.2017 12:25:00;12.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30771;PG0487;05.09.2017 17:10:00;05.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30772;PG0486;21.07.2017 12:25:00;21.07.2017 13:00:00;AER;ROV;Arrived;SU9;21.07.2017 12:27:00;21.07.2017 13:02:00
30773;PG0487;01.09.2017 17:10:00;01.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30774;PG0487;23.08.2017 17:10:00;23.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30775;PG0487;19.07.2017 17:10:00;19.07.2017 17:45:00;AER;ROV;Arrived;SU9;19.07.2017 17:12:00;19.07.2017 17:47:00
30776;PG0486;22.08.2017 12:25:00;22.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30777;PG0486;23.08.2017 12:25:00;23.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30778;PG0486;08.09.2017 12:25:00;08.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30779;PG0487;08.09.2017 17:10:00;08.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30780;PG0486;30.08.2017 12:25:00;30.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30781;PG0487;18.08.2017 17:10:00;18.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30782;PG0486;09.09.2017 12:25:00;09.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30783;PG0487;30.08.2017 17:10:00;30.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30784;PG0486;18.08.2017 12:25:00;18.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30785;PG0486;16.07.2017 12:25:00;16.07.2017 13:00:00;AER;ROV;Arrived;SU9;16.07.2017 12:29:00;16.07.2017 13:04:00
30786;PG0486;19.07.2017 12:25:00;19.07.2017 13:00:00;AER;ROV;Arrived;SU9;19.07.2017 12:28:00;19.07.2017 13:03:00
30787;PG0487;09.09.2017 17:10:00;09.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30788;PG0486;01.09.2017 12:25:00;01.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30789;PG0487;06.08.2017 17:10:00;06.08.2017 17:45:00;AER;ROV;Arrived;SU9;06.08.2017 20:05:00;06.08.2017 20:40:00
30790;PG0486;23.07.2017 12:25:00;23.07.2017 13:00:00;AER;ROV;Arrived;SU9;23.07.2017 12:27:00;23.07.2017 13:02:00
30791;PG0487;23.07.2017 17:10:00;23.07.2017 17:45:00;AER;ROV;Arrived;SU9;23.07.2017 21:00:00;23.07.2017 21:35:00
30792;PG0486;03.08.2017 12:25:00;03.08.2017 13:00:00;AER;ROV;Arrived;SU9;03.08.2017 12:27:00;03.08.2017 13:02:00
30793;PG0486;03.09.2017 12:25:00;03.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30794;PG0487;24.08.2017 17:10:00;24.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30795;PG0487;03.08.2017 17:10:00;03.08.2017 17:45:00;AER;ROV;Arrived;SU9;03.08.2017 17:11:00;03.08.2017 17:46:00
30796;PG0487;25.07.2017 17:10:00;25.07.2017 17:45:00;AER;ROV;Arrived;SU9;25.07.2017 17:17:00;25.07.2017 17:52:00
30797;PG0486;20.08.2017 12:25:00;20.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30798;PG0487;08.08.2017 17:10:00;08.08.2017 17:45:00;AER;ROV;Arrived;SU9;08.08.2017 17:13:00;08.08.2017 17:48:00
30799;PG0486;27.07.2017 12:25:00;27.07.2017 13:00:00;AER;ROV;Arrived;SU9;27.07.2017 12:29:00;27.07.2017 13:04:00
30800;PG0487;03.09.2017 17:10:00;03.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30801;PG0487;05.08.2017 17:10:00;05.08.2017 17:45:00;AER;ROV;Arrived;SU9;05.08.2017 17:13:00;05.08.2017 17:48:00
30802;PG0487;27.07.2017 17:10:00;27.07.2017 17:45:00;AER;ROV;Arrived;SU9;27.07.2017 17:13:00;27.07.2017 17:49:00
30803;PG0487;20.08.2017 17:10:00;20.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30804;PG0486;25.07.2017 12:25:00;25.07.2017 13:00:00;AER;ROV;Arrived;SU9;25.07.2017 12:31:00;25.07.2017 13:06:00
30805;PG0486;16.08.2017 12:25:00;16.08.2017 13:00:00;AER;ROV;On Time;SU9;;
30806;PG0486;24.08.2017 12:25:00;24.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30807;PG0486;25.08.2017 12:25:00;25.08.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30808;PG0487;29.08.2017 17:10:00;29.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30809;PG0487;25.08.2017 17:10:00;25.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30810;PG0487;27.08.2017 17:10:00;27.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30811;PG0486;20.07.2017 12:25:00;20.07.2017 13:00:00;AER;ROV;Arrived;SU9;20.07.2017 12:25:00;20.07.2017 13:00:00
30812;PG0486;11.09.2017 12:25:00;11.09.2017 13:00:00;AER;ROV;Scheduled;SU9;;
30813;PG0487;11.09.2017 17:10:00;11.09.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30814;PG0487;29.07.2017 17:10:00;29.07.2017 17:45:00;AER;ROV;Arrived;SU9;29.07.2017 17:16:00;29.07.2017 17:51:00
30815;PG0487;22.07.2017 17:10:00;22.07.2017 17:45:00;AER;ROV;Arrived;SU9;22.07.2017 17:13:00;22.07.2017 17:48:00
30816;PG0486;29.07.2017 12:25:00;29.07.2017 13:00:00;AER;ROV;Arrived;SU9;29.07.2017 12:26:00;29.07.2017 13:01:00
30817;PG0486;22.07.2017 12:25:00;22.07.2017 13:00:00;AER;ROV;Arrived;SU9;22.07.2017 12:29:00;22.07.2017 13:04:00
30818;PG0487;21.08.2017 17:10:00;21.08.2017 17:45:00;AER;ROV;Scheduled;SU9;;
30819;PG0502;13.08.2017 7:45:00;13.08.2017 12:55:00;AER;KJA;Arrived;319;13.08.2017 7:48:00;13.08.2017 12:53:00
30820;PG0502;26.07.2017 7:45:00;26.07.2017 12:55:00;AER;KJA;Arrived;319;26.07.2017 7:47:00;26.07.2017 12:55:00
30821;PG0502;23.08.2017 7:45:00;23.08.2017 12:55:00;AER;KJA;Scheduled;319;;
30822;PG0502;06.09.2017 7:45:00;06.09.2017 12:55:00;AER;KJA;Scheduled;319;;
30823;PG0502;06.08.2017 7:45:00;06.08.2017 12:55:00;AER;KJA;Arrived;319;06.08.2017 7:46:00;06.08.2017 12:54:00
30824;PG0502;19.07.2017 7:45:00;19.07.2017 12:55:00;AER;KJA;Arrived;319;19.07.2017 7:47:00;19.07.2017 12:53:00
30825;PG0502;27.08.2017 7:45:00;27.08.2017 12:55:00;AER;KJA;Scheduled;319;;
30826;PG0502;13.09.2017 7:45:00;13.09.2017 12:55:00;AER;KJA;Cancelled;319;;
30827;PG0502;30.07.2017 7:45:00;30.07.2017 12:55:00;AER;KJA;Arrived;319;30.07.2017 7:50:00;30.07.2017 13:04:00
30828;PG0502;23.07.2017 7:45:00;23.07.2017 12:55:00;AER;KJA;Arrived;319;23.07.2017 7:49:00;23.07.2017 12:57:00
30829;PG0502;30.08.2017 7:45:00;30.08.2017 12:55:00;AER;KJA;Scheduled;319;;
30830;PG0502;16.08.2017 7:45:00;16.08.2017 12:55:00;AER;KJA;On Time;319;;
30831;PG0502;09.08.2017 7:45:00;09.08.2017 12:55:00;AER;KJA;Arrived;319;09.08.2017 7:45:00;09.08.2017 12:58:00
30832;PG0502;16.07.2017 7:45:00;16.07.2017 12:55:00;AER;KJA;Arrived;319;16.07.2017 7:46:00;16.07.2017 12:53:00
30833;PG0502;02.08.2017 7:45:00;02.08.2017 12:55:00;AER;KJA;Arrived;319;02.08.2017 7:48:00;02.08.2017 12:58:00
30834;PG0502;03.09.2017 7:45:00;03.09.2017 12:55:00;AER;KJA;Scheduled;319;;
30835;PG0502;20.08.2017 7:45:00;20.08.2017 12:55:00;AER;KJA;Scheduled;319;;
30836;PG0502;10.09.2017 7:45:00;10.09.2017 12:55:00;AER;KJA;Scheduled;319;;
30837;PG0248;28.08.2017 6:05:00;28.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30838;PG0248;17.08.2017 6:05:00;17.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30839;PG0248;09.09.2017 6:05:00;09.09.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30840;PG0248;02.09.2017 6:05:00;02.09.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30841;PG0248;27.07.2017 6:05:00;27.07.2017 8:10:00;AER;GOJ;Arrived;CR2;27.07.2017 6:09:00;27.07.2017 8:14:00
30842;PG0248;04.09.2017 6:05:00;04.09.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30843;PG0248;24.07.2017 6:05:00;24.07.2017 8:10:00;AER;GOJ;Arrived;CR2;24.07.2017 6:08:00;24.07.2017 8:14:00
30844;PG0248;14.09.2017 6:05:00;14.09.2017 8:10:00;AER;GOJ;Cancelled;CR2;;
30845;PG0248;07.08.2017 6:05:00;07.08.2017 8:10:00;AER;GOJ;Arrived;CR2;07.08.2017 6:08:00;07.08.2017 8:14:00
30846;PG0248;14.08.2017 6:05:00;14.08.2017 8:10:00;AER;GOJ;Arrived;CR2;14.08.2017 6:11:00;14.08.2017 8:15:00
30847;PG0248;10.08.2017 6:05:00;10.08.2017 8:10:00;AER;GOJ;Arrived;CR2;10.08.2017 6:09:00;10.08.2017 8:15:00
30848;PG0248;05.08.2017 6:05:00;05.08.2017 8:10:00;AER;GOJ;Arrived;CR2;05.08.2017 6:08:00;05.08.2017 8:11:00
30849;PG0248;11.09.2017 6:05:00;11.09.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30850;PG0248;24.08.2017 6:05:00;24.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30851;PG0248;31.08.2017 6:05:00;31.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30852;PG0248;29.07.2017 6:05:00;29.07.2017 8:10:00;AER;GOJ;Arrived;CR2;29.07.2017 9:54:00;29.07.2017 11:59:00
30853;PG0248;19.08.2017 6:05:00;19.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30854;PG0248;03.08.2017 6:05:00;03.08.2017 8:10:00;AER;GOJ;Arrived;CR2;03.08.2017 6:08:00;03.08.2017 8:12:00
30855;PG0248;17.07.2017 6:05:00;17.07.2017 8:10:00;AER;GOJ;Arrived;CR2;17.07.2017 6:08:00;17.07.2017 8:13:00
30856;PG0248;22.07.2017 6:05:00;22.07.2017 8:10:00;AER;GOJ;Arrived;CR2;22.07.2017 6:10:00;22.07.2017 8:14:00
30857;PG0248;20.07.2017 6:05:00;20.07.2017 8:10:00;AER;GOJ;Arrived;CR2;20.07.2017 6:07:00;20.07.2017 8:14:00
30858;PG0248;21.08.2017 6:05:00;21.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30859;PG0248;12.08.2017 6:05:00;12.08.2017 8:10:00;AER;GOJ;Arrived;CR2;12.08.2017 6:09:00;12.08.2017 8:14:00
30860;PG0248;07.09.2017 6:05:00;07.09.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30861;PG0248;31.07.2017 6:05:00;31.07.2017 8:10:00;AER;GOJ;Arrived;CR2;31.07.2017 6:05:00;31.07.2017 8:10:00
30862;PG0248;26.08.2017 6:05:00;26.08.2017 8:10:00;AER;GOJ;Scheduled;CR2;;
30863;PG0326;19.08.2017 11:20:00;19.08.2017 15:35:00;AER;KGP;Scheduled;733;;
30864;PG0326;09.09.2017 11:20:00;09.09.2017 15:35:00;AER;KGP;Cancelled;733;;
30865;PG0326;29.07.2017 11:20:00;29.07.2017 15:35:00;AER;KGP;Arrived;733;29.07.2017 11:21:00;29.07.2017 15:38:00
30866;PG0326;05.08.2017 11:20:00;05.08.2017 15:35:00;AER;KGP;Arrived;733;05.08.2017 11:24:00;05.08.2017 15:40:00
30867;PG0326;22.07.2017 11:20:00;22.07.2017 15:35:00;AER;KGP;Arrived;733;22.07.2017 11:25:00;22.07.2017 15:40:00
30868;PG0326;12.08.2017 11:20:00;12.08.2017 15:35:00;AER;KGP;Arrived;733;12.08.2017 11:26:00;12.08.2017 15:43:00
30869;PG0326;26.08.2017 11:20:00;26.08.2017 15:35:00;AER;KGP;Scheduled;733;;
30870;PG0326;02.09.2017 11:20:00;02.09.2017 15:35:00;AER;KGP;Scheduled;733;;
30871;PG0421;27.08.2017 10:05:00;27.08.2017 12:20:00;AER;IAR;Scheduled;CR2;;
30872;PG0421;20.08.2017 10:05:00;20.08.2017 12:20:00;AER;IAR;Scheduled;CR2;;
30873;PG0421;13.08.2017 10:05:00;13.08.2017 12:20:00;AER;IAR;Arrived;CR2;13.08.2017 10:10:00;13.08.2017 12:26:00
30874;PG0421;03.09.2017 10:05:00;03.09.2017 12:20:00;AER;IAR;Scheduled;CR2;;
